price,brand,model,year,mileage,engine_size,city,fuel_type,transmission,condition,owners,scraped_at
19000,Hyundai,Elantra,2015,198473,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
21800,Kia,Optima,2015,175414,2.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
27500,Volkswagen,Passat,2017,107000,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
73500,Mercedes,CLA 250 e,2023,58000,1.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
4600,LADA,(VAZ) 21099,2020,300000,1.6,Gəncə,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
23400,Lexus,CT 200h,2015,225000,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
26800,Land,Rover Range Rover,2011,200000,5.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
23900,BYD,Destroyer 05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
41310,Changan,Qiyuan Q07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
92310,Toyota,Highlander,2025,0,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
121550,Land,Rover Range Rover,2021,58000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
32000,Kia,Sorento,2023,193121,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
35700,Toyota,Camry,2017,129000,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
45900,Geely,Galaxy Starship 7,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
12500,Arctic,Cat XR 700 XT EPS,2016,3500,0.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
30300,Changan,Qiyuan Q05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
30000,BMW,428,2020,166000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
35700,Chery,Tiggo 8 Pro e+,2023,31000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
39500,BMW,X5,2020,218000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
88000,Nissan,Patrol,2021,101000,4.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
8400,Volkswagen,Passat,2006,413601,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
20500,Hyundai,Accent,2022,106217,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
39000,Hyundai,County,2006,578329,4.2,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
10300,Ravon,Nexia R3,2020,257000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
144500,Land,Rover Range Rover,2019,60000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
99700,Lynk,& Co 900,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
118150,Denza,N9,2020,10000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
37500,Kia,Stinger,2017,148000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
13300,Hyundai,Grandeur,2009,255000,2.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
35000,Toyota,Land Cruiser Prado,2008,197000,4.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
7700,Mercedes,S 430,2020,280000,4.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
13800,BMW,735,2020,543912,3.6,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
20700,Hyundai,Genesis Coupe,2013,92200,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
15500,Toyota,Corolla Fielder,2016,214000,1.5,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
3900,LADA,(VAZ) 21099,2020,234947,1.5,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
20900,Kia,K3,2020,148500,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
23800,BMW,320,2020,213000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
38590,Changan,CS 55 Plus,2025,15000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
11800,Nissan,Sunny,2008,356000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
23200,Mercedes,E 250,2020,227000,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
53934,Skoda,Kamiq,2024,27825,1.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
3000,Fiat,Tempra,1996,810500,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
2850,LADA,(VAZ) 2106,2020,562358,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
23500,Kia,K5,2020,167500,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:10
32900,Haval,M6,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
229900,Land,Rover Range Rover,2023,39500,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
22900,BYD,Seal 05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
33500,Toyota,Corolla,2025,0,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
14900,LADA,(VAZ) Niva,2007,165000,1.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
28500,Mercedes,Sprinter 316,2020,420000,2.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
3300,Mercedes,190,2020,580000,2.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
49900,BMW,X5,2020,181000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
11900,Jeep,Grand Cherokee,1999,333000,4.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
23500,Hyundai,ix35,2020,135600,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
25000,Hyundai,Elantra,2018,110000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
78000,Toyota,Camry,2025,0,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
24000,Mercedes,E 200,2002,183100,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
20500,Porsche,Cayenne,2007,204700,3.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
35999,Changan,Uni-Z,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
4900,Opel,Astra,1995,327000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
7800,LADA,(VAZ) 2115,2020,75000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
21500,Mitsubishi,Pajero,2006,255000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
9000,LADA,(VAZ) 2115,2020,174900,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
23300,BYD,Destroyer 05,2020,1900,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
29900,BMW,528,2020,85900,2.0,Gəncə,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
37900,Kia,Sorento,2017,137000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
23000,Chevrolet,Equinox,2020,160510,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
20800,Hyundai,Santa Fe,2009,260000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
14300,LADA,(VAZ) Niva,2014,174000,1.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
5200,Mazda,6,2020,250000,2.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
25400,Volkswagen,Jetta,2019,191000,1.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
127500,Mercedes,GLE 350 e 4MATIC,2022,90000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
32900,Changan,Uni-Z,2025,7300,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
7900,Toyota,Land Cruiser,2001,165000,4.2,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
27800,Land,Rover Range Rover,2011,237000,5.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
31500,Land,Rover RR Evoque,2012,185000,2.0,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
6900,BMW,530,2020,350000,2.9,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:12
144547,BMW,530e,2024,14000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
29000,Mercedes,S 350,2020,298000,3.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
29000,Ford,Bronco Sport,2021,64374,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
17400,BMW,330,2020,250000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
35500,Kia,K5,2020,73193,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
13500,Toyota,Prius,2008,234000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
14700,Hyundai,i30,2020,210000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
30800,Mercedes,E 200,2002,210500,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
22500,Kia,Sportage,2012,118000,2.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
27000,Hyundai,Grandeur,2015,242000,2.2,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
12500,Kia,Rio,2014,247741,1.2,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
24500,Ford,Transit,2009,186000,3.2,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
20800,Mercedes,E 220,2020,312000,2.1,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
18000,Toyota,Aqua,2017,73000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
26000,Mercedes,C 220,2020,261000,2.2,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
113900,Land,Rover Range Rover,2020,73000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
39500,Toyota,Land Cruiser,2010,274000,4.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
38800,BMW,X5,2020,90000,4.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
44700,Changan,Qiyuan Q07,2020,4900,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
8000,LADA,(VAZ) 21099,2020,225000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
15800,Toyota,HiAce,2009,105600,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
42500,Mercedes,Sprinter 316,2020,777000,2.2,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
10800,Mercedes,C 180,2020,390000,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
16500,FAW,Bestune B30,2020,19999,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
37900,Changan,CS 75 Plus,2023,17000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
71900,BYD,Leopard 5,2020,14000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
57000,Tesla,Model X,2017,201789000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
77000,Mercedes,EQC 400 4MATIC,2022,202235000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
28900,Changan,Eado,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
31900,Geely,Galaxy Starship 7,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
50000,Changan,Qiyuan Q07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
12000,Toyota,Prius,2007,400000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
20700,Toyota,Aqua,2020,37000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:15
24000,JAC,JS3,2020,0,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
24700,Geely,Coolray,2021,96400,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
29750,Jaguar,XFR,2009,160000,5.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
87000,Toyota,Highlander,2024,5510,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
53000,Land,Rover Range Rover,2013,180000,5.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
31800,Hyundai,Elantra,2022,31600,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
59330,Lexus,RX 300,2020,91000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
30000,BMW,328,2020,156000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
49900,MAN,TGA 18.440,2020,1500000,12.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
14500,Ford,Tourneo Connect,2007,457000,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
4200,GAZ,"3110 ""Volga""",2020,225000,2.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
41500,Mercedes,GLC 300,2020,193000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
4800,Volkswagen,Golf,2000,250000,1.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
17700,Ford,Transit,2008,173000,2.2,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
105999,ROX,(Polar Stone) 01,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
22300,Chevrolet,Equinox,2018,91733,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
37700,Geely,Galaxy Starship 7,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
44000,Changan,Qiyuan Q07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
54500,Leapmotor,C16,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
66500,JETOUR,T2 i-DM,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
27700,Changan,Qiyuan A05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
28900,Changan,Qiyuan A05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
31500,Changan,Qiyuan Q05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
24400,BYD,Destroyer 05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
15000,Hyundai,Tucson,2006,231000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
36800,BMW,X6,2020,176000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
15800,Nissan,X-Trail,2008,142837,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:17
50150,Mercedes,S 400,2020,226000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
85000,Changan,Deepal S09,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
44900,Changan,Qiyuan Q07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
259556,Mercedes,GLS 450 4MATIC,2025,0,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
14300,Mitsubishi,Pajero,2006,210000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
42500,BMW,530,2020,109030,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
33999,Volkswagen,ID.6 Crozz,2023,202352000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
34500,Bestune,T99,2020,33000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
29500,Kia,Optima,2019,130172,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
28000,BMW,528,2020,220000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
32300,Bestune,T99,2020,33000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
6800,Mercedes,C 220,2020,335544,2.2,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
16200,Mercedes,Vito,2007,324000,2.1,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
16900,Kia,Sportage,2008,149000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
32900,Kia,Sportage,2016,169000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
30900,Hyundai,Santa Fe,2015,169000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
29900,BMW,528,2020,260000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
24900,Hyundai,Sonata,2015,89000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
19900,Mini,Countryman,2015,147000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
59900,Mercedes,GLC 300,2020,141622,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
47430,BMW,X5,2020,118000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
19900,Nissan,X-Trail,2012,174000,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
19900,Kia,K3,2020,198000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
14600,Mercedes,E 240,2020,348000,2.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
26500,Mercedes,S 350,2020,199860,3.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
7800,Chevrolet,Niva,2003,350000,1.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
63000,Hyundai,Grandeur,2023,36000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
29900,Changan,Uni-V iDD,2023,49000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
20700,BMW,730,2020,152000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
15400,Toyota,Camry,2011,300000,2.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
2000,LADA,(VAZ) 2107,2020,28000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
48500,Mercedes,Sprinter 316,2020,657000,2.2,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
4700,LADA,(VAZ) 2107,2020,250000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:22
48550,Changan,Qiyuan Q07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
47500,Mitsubishi,Eclipse Cross,2025,0,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
22800,Hyundai,Elantra,2017,135000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
110500,BMW,M3,2020,93000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
18900,Hyundai,Sonata,2013,219000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
67150,Porsche,Cayenne S,2016,96000,3.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
98600,BMW,X7,2020,197000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
41000,Jeep,Grand Cherokee,2014,282000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
21600,Jeep,Grand Cherokee,2012,185785,3.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
67500,Land,Rover Range Rover,2014,220000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
42500,Toyota,Land Cruiser Prado,2012,72064,2.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
46500,Mercedes,E 300 4MATIC,2017,165000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
42200,Changan,Qiyuan Q07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
33000,Hyundai,Grandeur,2017,158000,2.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
4700,LADA,(VAZ) 2107,2020,20257,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
24500,BYD,Seal 05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
24500,BYD,Qin Plus,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
34200,Toyota,Corolla,2021,62000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
6400,LADA,(VAZ) 2115,2020,313546,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
7500,Volkswagen,Passat,2002,400000,1.8,Şəki,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
8000,Moskvich,412,2020,66300,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
13000,Mercedes,C 240,2020,398642,2.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
17500,Hyundai,Santa Fe,2007,200600,2.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
17500,Nissan,Sunny,2019,162994,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
28900,BMW,528,2020,145000,2.0,Gəncə,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
1900,LADA,(VAZ) 2106,2020,98000,1.5,Gəncə,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
74900,Land,Rover Range Rover,2016,113000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
25500,Toyota,Land Cruiser Prado,2006,214000,2.7,Gəncə,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
139400,BMW,530e,2024,17000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
20200,Ford,Fusion (North America),2019,157716,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
17900,Kia,Soul,2012,195766,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
14900,Nissan,Teana,2008,345000,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:24
86190,Alfa,Romeo Stelvio,2022,0,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
43000,Changan,Qiyuan Q07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
215900,Mercedes,SL 43 AMG,2023,22000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
49000,Toyota,Land Cruiser Prado,2012,199000,2.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
26800,BYD,Qin Plus,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
392596,Porsche,718 Cayman GT4 RS,2024,4800,4.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
115600,Ford,Bronco,2024,6000,2.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
43800,BMW,520,2020,146116,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
29000,Kia,K5,2020,181000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
36000,Changan,Qiyuan A05,2020,23000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
81600,MAN,TGA 18.440,2020,999000,12.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
13200,Kia,Carens,2006,258000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
16900,Toyota,Prius,2012,513941,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
8400,Hyundai,Getz,2005,254000,1.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
17500,Ford,Transit,2007,440000,2.4,Gəncə,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
4800,Opel,Vectra,1996,201066,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
2500,Lifan,520,2020,300000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
28400,Ford,Fusion (North America),2018,131000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
22500,Ford,Fusion (North America),2019,239000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
26500,Hyundai,Elantra,2022,90000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
49200,Changan,Deepal S07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
23800,BMW,528,2020,255000,2.0,Gəncə,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
13800,Kia,Rio,2014,133000,1.6,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
18500,Kia,Rio,2017,203500,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
34500,Tesla,Model 3,2020,3202350000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
5900,Opel,Astra,1996,374000,1.6,Gəncə,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
17300,Chevrolet,Malibu,2018,250000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
25800,BMW,328,2020,190000,2.0,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
25000,BYD,Destroyer 05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:28
68850,Mercedes,GL 500 4MATIC,2013,85000,4.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:31
42500,Changan,Qiyuan Q07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:31
213900,ZEEKR,9X,2025,0,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:31
37500,Kia,Sorento,2015,180000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:31
47500,Land,Rover Discovery Sport,2019,127127,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:31
