price,brand,model,year,mileage,engine_size,city,fuel_type,transmission,condition,owners,scraped_at
32400,Kia,Optima,2020,189900,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:45
38500,Changan,Uni-V iDD,2024,8000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:45
13000,BMW,X5,2020,383000,4.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:45
77690,Toyota,RAV4,2020,0,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:45
99900,Changan,Deepal S09,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:45
48280,Land,Rover Range Rover,2010,67000,5.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:45
37400,Changan,Uni-Z,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:45
4400,Mercedes,C 200,2001,432500,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:45
39900,Changan,Uni-V iDD,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:45
59500,Land,Rover Range Rover,2014,170000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
24500,BYD,Destroyer 05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
36800,Changan,Uni-Z,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
224400,Mercedes,S 400 4MATIC,2023,1700,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
30000,BMW,328,2020,248000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
9500,ZIL,130,2020,200000,6.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
58650,Lexus,ES 300h,2022,45000,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
35500,Isuzu,NPR 66 P,2008,265741,3.9,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
36000,BMW,430,2020,129000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
31800,Changan,Uni-Z,2025,25000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
34500,Mercedes,C 300,2020,215436,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
79900,Jeep,Wrangler,2024,38000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
80008,Audi,A6,2020,19900,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
36900,Changan,Nevo Q05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
10800,Honda,Insight,2009,342691,1.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
46400,Toyota,Frontlander,2025,0,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
51900,Mercedes,E 300,2020,140496,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
46400,Changan,Qiyuan Q07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
24800,Hummer,H3,2020,168700,3.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
35700,LADA,(VAZ) 2106,2020,31000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
31000,Kia,Cerato,2020,87000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
16000,Volvo,XC90,2020,339854,4.4,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
19000,Audi,A4,2020,137000,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
16500,Mercedes,E 220,2020,400000,2.2,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
20000,Ford,Transit,2010,315000,2.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
11000,Hyundai,Getz,2007,166000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
21000,Mercedes,Sprinter 313,2020,564245,2.9,Bakı,qaz,avtomat,yaxsi,1,2026-02-03 23:24:48
18000,Kia,Optima,2012,183000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
67900,Jeep,Wrangler,2023,59000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
11000,Toyota,Land Cruiser,1998,500000,4.2,Gəncə,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
16000,GAZ,GAZel (330202-740),2020,259550,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
56950,Mercedes,GL 450 4MATIC,2016,163000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
20000,BMW,528,2020,270351,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:48
202880,Mercedes,GLE 53 AMG 4MATIC+ Coupe,2023,0,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
46000,Changan,Qiyuan Q07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
179415,Mercedes,E 350 e,2025,0,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
43500,Changan,Deepal S07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
45500,Lexus,LX 570,2020,240500,5.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
19800,Nissan,X-Trail,2013,208456,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
12500,Mercedes,E 220,2020,338000,2.2,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
197748,Mercedes,GLE 350 de 4MATIC,2025,0,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
21500,Land,Rover Discovery,2008,240000,4.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
19800,Toyota,Aqua,2020,58450,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
15500,Mercedes,E 220,2020,400000,2.2,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
41500,Hyundai,Sonata,2022,23000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
10500,Nissan,X-Trail,2002,350000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
11000,Khazar,LX,2021,180000,1.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
10999,Chevrolet,Cruze,2012,280528,1.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
31790,BMW,328,2020,180000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
28750,Mercedes,Atego 815,2020,340450,4.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
12800,Toyota,Prius,2008,413601,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
10710,Mercedes,C 200,2001,264000,2.0,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
30333,Honda,HR-V,2018,104290,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
10500,Mercedes,C 240,2020,232149,2.6,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
29500,Toyota,Corolla Cross,2024,170000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
17800,Toyota,Camry,2012,300000,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
35500,Toyota,Camry,2014,152900,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
15200,Toyota,Aqua,2017,200000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
43500,Lexus,GX 460,2020,186542,4.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
149900,Mercedes,V 250,2020,108400,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
4700,Tofas,Sahin,2004,98000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
29200,Nissan,Kicks,2023,10800,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
45850,Hyundai,Sonata,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
32500,Changan,Qiyuan Q05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
16500,Hyundai,Sonata,2010,262883,2.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
32999,Changan,Uni-Z,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
37500,Kia,Sorento,2017,104000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
33000,Changan,Qiyuan Q05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:51
43500,JAC,T8,2020,0,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:54
3699,Minsk,X250,2020,0,0.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:54
123760,BMW,X7,2020,127000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:54
15800,Chevrolet,Equinox,2018,147413,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:54
34000,Geely,Coolray,2024,10000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
31399,Kia,Sportage,2016,146000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
30000,BMW,528,2020,192000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
5600,Mercedes,190,2020,563247,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
20500,Hyundai,Grandeur,2011,399000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
301750,Land,Rover Range Rover,2023,19800,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
43500,Mercedes,Atego 816,2020,280000,4.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
34000,Changan,Qiyuan A07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
29650,Changan,Qiyuan Q05,2020,520260,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
33500,Changan,Qiyuan Q05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
33800,Changan,Uni-Z,2025,2882,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
34500,Changan,Qiyuan A07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
32500,Toyota,Land Cruiser Prado,2010,240000,2.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
46500,Changan,Qiyuan Q07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
38900,Mercedes,C 300,2020,64623,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
42500,Changan,Deepal S07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
3700,Mercedes,190,2020,285832,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
52500,Geely,Monjaro,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
46500,Hyundai,Sonata,2023,36500,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
7000,Chevrolet,Lacetti,2007,240000,1.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
29700,Kia,Optima,2018,172060,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
75500,Hyundai,Santa Fe,2025,10378,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
135150,Land,Rover Range Rover,2021,97000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
8300,Hyundai,Verna,2009,333450,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
43400,Toyota,Camry,2019,181000,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
14200,Chevrolet,Malibu,2016,287754,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
11500,Lexus,GS 300,2020,240000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
17000,Nissan,Murano,2010,141151,3.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
28500,Honda,Insight,2021,65000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:55
27500,Changan,Eado,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
137870,Land,Rover RR Velar,2023,0,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
20900,Jeep,Cherokee,2014,150000,2.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
60500,JETOUR,T2 i-DM,2025,14800,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
37000,Mercedes,GL 350 4MATIC,2010,151000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
35300,Toyota,Corolla,2025,0,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
28500,Ford,Transit,2010,182676,2.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
11500,Khazar,SD,2021,130000,1.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
34500,Hyundai,Elantra,2022,89000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
19500,BMW,525,2020,150000,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
57500,BMW,X5,2020,126400,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
11000,Nissan,X-Trail,2002,282500,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
18900,Hyundai,Avante,2014,160000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
94350,BMW,X5,2020,91000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
23800,Mercedes,Atego 815,2020,647000,4.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
22000,Hyundai,Elantra,2015,219214,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
7500,Mitsubishi,Pajero io,2000,370000,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
9500,Toyota,Corolla,2007,354000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
52500,Nissan,X-Trail,2023,21700,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
12500,Chevrolet,Cruze,2013,250000,1.4,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
43800,Mercedes,C 300,2020,79902,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
17500,Kia,Forte,2017,236574,2.0,Gəncə,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
27300,Hyundai,ix35,2020,76174,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
44000,Mercedes,Atego 1224,2020,373000,6.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
46000,BMW,X4,2020,103000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
6300,LADA,(VAZ) Niva,2005,200000,1.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
3400,LADA,(VAZ) 2106,2020,160,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
32000,Harley-Davidson,Sportster S,2022,4000,1.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
45000,Toyota,Land Cruiser,2010,169000,4.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
52900,BMW,X5,2020,166000,3.0,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
28000,GAZ,"21 ""Volga""",2020,80000,2.5,Gəncə,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
49800,Changan,Qiyuan Q07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
62000,Dodge,Challenger,2018,70000,3.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
48900,Toyota,RAV4,2020,78000,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
46750,Land,Rover Range Rover,2017,140020,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:24:57
37900,Geely,Galaxy L6,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
224777,Lexus,LX 500d,2024,12000,3.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
41500,Changan,Deepal S07,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
29500,Mercedes,E 350,2020,247000,3.5,Mingəçevir,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
18900,Toyota,Fortuner,2006,388856,2.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
23800,BYD,Seal 05,2020,29000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
13400,Chevrolet,Cruze,2014,142500,1.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
124950,Land,Rover Range Rover,2017,53000,5.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
11000,Peugeot,Khazar 406,2020,90000,1.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
31000,VGV,U70 Plus,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
32400,Hyundai,Elantra,2026,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
26500,Mercedes,GL 550 4MATIC,2010,360000,5.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
38000,Toyota,Yaris Cross,2023,22400,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
16300,Nissan,Maxima,2010,168000,3.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
12900,Toyota,Corolla,2005,350000,1.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
15800,Mitsubishi,Pajero,2007,358265,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
12800,Hyundai,i30,2020,355001,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
18800,GAZ,GAZel (33023-744),2020,230260,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
14200,Mercedes,C 220,2020,381000,2.2,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
35700,Changan,Uni-Z,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
14000,Kia,Soul,2008,183000,1.6,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
13000,Toyota,Prius,2007,200000,1.5,Mingəçevir,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
19500,Chevrolet,Malibu,2020,147000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
27500,Ford,Transit,2009,157850,2.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
25500,Kia,Forte,2019,96570,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
13000,Mercedes,E 270,2020,481365,2.7,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
18200,Toyota,Aqua,2019,95000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
65450,ZEEKR,001,2020,1202419000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
35000,Changan,Uni-Z,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
9999,Honda,Pilot,2010,255000,3.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
32000,Changan,Uni-Z,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
4500,LADA,(VAZ) 2107,2020,77300,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
36000,BYD,Destroyer 05,2020,35000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
23000,Ford,Mondeo,2013,75000,2.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:00
92800,Dodge,Durango,2023,0,3.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
41800,Seres,Aito M7,2020,173,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
148562,Mercedes,CLE 200,2002,21000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
34500,Toyota,Corolla,2025,0,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
45500,BMW,320,2020,145000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
14500,Ford,Transit,1999,256895,2.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
34450,Changan,Uni-Z,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
70500,Land,Rover Range Rover,2016,181000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
31500,BMW,428,2020,202000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
31500,Land,Rover Range Rover,2012,150000,5.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
36500,Mercedes,C 300,2020,184000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
56000,Toyota,RAV4,2020,34000,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
57000,Hyundai,Palisade,2019,149800,2.2,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
9400,Fiat,Doblo,2008,200000,1.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
74000,Kia,Sorento,2023,5500,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
28500,Mercedes,S 55 AMG,2005,149000,5.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
67800,Kia,Sorento,2024,19000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
10000,Opel,Astra,2007,411000,1.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
30500,Toyota,Corolla,2024,40000,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
9500,Opel,Zafira,2004,310665,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
23200,Mercedes,S 350,2020,236000,3.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
69500,BMW,X5 M,2016,126000,4.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
10800,Opel,Astra,2005,269000,1.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
41310,Mercedes,E 300 4MATIC,2017,176000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
22000,BYD,Destroyer 05,2020,60000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
62050,Mercedes,E 350,2020,119000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
23900,BYD,Seal 05,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
17000,GAZ,GAZel (33021),2020,200000,2.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
9700,Ravon,Nexia R3,2020,196000,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
20500,Ford,Transit,2010,170000,2.2,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
15500,Volkswagen,Passat (North America),2013,228000,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
11500,Volkswagen,Jetta,2013,329916,1.8,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
33700,Changan,Uni-Z,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
8500,Chevrolet,Aveo,2011,350000,1.4,Gəncə,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
2500,LADA,(VAZ) 2109,2020,223000,1.5,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:03
108970,Jeep,Wrangler,2023,0,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
70900,Changan,Deepal S09,2020,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
229160,Land,Rover RR Sport,2023,0,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
14900,Hyundai,Accent,2014,326216,1.6,Şəki,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
35500,Changan,Uni-Z,2025,0,1.5,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
161500,BMW,X5,2020,31000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
14500,Dodge,Dart,2013,235700,1.4,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
43800,Land,Rover Discovery,2015,159000,3.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
71500,Hyundai,Grandeur,2023,34771,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
10700,Nissan,X-Trail,2003,268000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
25200,Kia,Sorento,2009,163200,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
22800,Mercedes,E 220,2020,224000,2.1,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
8400,LADA,(VAZ) 2107,2020,98000,1.6,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
42200,Toyota,Frontlander,2025,0,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
26800,BMW,535,2020,236000,3.0,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
14400,Mercedes,C 230,2020,253000,2.3,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
22800,Land,Rover Range Rover,2006,245000,4.2,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
23500,Mitsubishi,Pajero,2008,274895,3.0,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
11900,Chevrolet,Cruze,2015,229000,1.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
32800,BMW,520,2020,130000,2.0,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
36000,BMW,X5,2020,133000,4.4,Bakı,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
13900,Nissan,Tiida,2012,178000,1.8,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
20800,BMW,328,2020,228000,2.0,Sumqayıt,benzin,avtomat,yaxsi,1,2026-02-03 23:25:07
